"ID"	"우선순위"	"유형"	"확인수준"	"수정위치"	"원문위치"	"문제"	"원문발췌"	"수정안_필요근거"	"보존할내용"	"im-not-ai규칙"
"MF-32"	"낮음"	"독해"	"공개 문서 대조"	"정본"	"experiments/model-selection.md:728; experiments/model-selection.md:746; experiments/model-selection.md:748; experiments/model-selection.md:750; experiments/model-selection.md:765; experiments/model-selection.md:774"	"provider 기본값이 전부 ON이라는 말은 표의 thinking 미지원 gemma3 기본값0까지 포함한 것처럼 읽힌다. 실제 논의 대상은 thinking 지원4종이다."	"**provider 기본값은 전부 ON이다.**"	"「이번 Stage0에서 측정한 thinking 지원4종은 모두 provider 기본 설정에서 thinking을 사용했다」로 대상을 명시한다. gemma3는 thinking 미지원 기준선임을 유지한다."	"13개 실행 행·4종 사용량·gemma3 미지원·당시 운영 Gemini 설정."	""
"MF-40"	"낮음"	"문체"	"공개 문서 대조"	"정본"	"experiments/model-selection.md:257; experiments/model-selection.md:915"	"advisor만 때린다는 구어와 주목할 점은 방향이라는 강조 도입은 실험 역할·판정 방향을 곧바로 써도 내용이 유지된다. 다른 학술 절 제목·표·필요한 유보는 보존한다."	"**주목할 점은 방향이다.**"	"§2.4는 「기존 12문항 corpus는 advisor_answer만 평가한다」로 쓴다. A.7은 「이 통제에서는 gemma4 두 모델이 기준선보다 엄격한 방향으로 판정했다」로 강조 도입을 정리한다. 엄격함의 일반화 여부는 MF-39 및 후속 A.8과 구분한다."	"corpus·advisor_answer·방향·엄격함·후속 우려와 이력."	"I-2"
"MF-46"	"낮음"	"문체"	"공개 문서 대조"	"정본"	"experiments/model-selection.md:33; experiments/model-selection.md:39; experiments/model-selection.md:57; experiments/model-selection.md:199"	"외부 API 도입부의 평가를 건너뛴 것이 아니라, 좋아서 고르는 것이 아니므로, 정답과 서빙 수단 대구가 같은 정당화를 반복한다. 연구상 구분은 유지하면서 한 번만 설명할 수 있다."	"외부 API가 로컬보다 ""좋아서"" 고르는 것이 아니므로"	"§외부 API 도입을 「로컬 평가로 기준 구성을 정한 뒤, 심사 기간의 동시 요청·가용성·비용 때문에 외부 API를 검토했다. 외부 후보는 로컬 기준의 게이트와 역할별 차이를 비교한다」로 연결한다. 비용·동시성 주장 및 정답 표현은 MF-04/05/08 확인 후 고치고, 단순 문체 편집만으로 주장 강도를 바꾸지 않는다."	"평가→채택→서빙 검토 순서·비교 목적·로컬 롤백 방침."	"C-8"
"OA-18"	"낮음"	"독해"	"추가 출처 확인 필요"	"정본과 해설"	"plain-summary.md:6; plain-summary.md:11"	"Cochrane·PLOS 관례를 따른다는 설명에 어떤 지침을 따랐는지 링크가 없다."	"Cochrane·PLOS의 Plain-Language Summary 관례를 따른 부록이다."	"실제로 참고한 공식 지침명·링크와 적용 범위를 주석으로 붙인다. 형식상 참고만 한 경우 인증·완전 준수처럼 읽히지 않게 “비전문가 요약 형식을 참고한 부록”이라고 저자 확인 후 명시한다. 이번 검토는 외부 지침 준수 여부를 검증하지 않았다."	"비전문가 요약의 목적과 부록 지위"	""
"OA-30"	"낮음"	"독해"	"공개 문서 대조"	"해설·화면"	"prereg.md:104"	"PCA가 이 프로젝트 통제 일치율의 이름임이 영어 약어만으로 드러나지 않는다."	"PCA = 기대 방향과 일치한 통제 수 / 통제 문항 수"	"원문 밖에 “이 문서의 PCA는 위 식으로 정의한 통제 일치율을 뜻한다”를 붙인다. 등록 원문에 정식 풀네임이 있으면 그대로 연결하고 없으면 임의의 영문 확장명을 만들지 않는다. 표의 PC/SPC 문항 수와 반복 횟수에 따른 분모 계산은 평가 정본을 참조한다."	"약어와 통계식"	""
"OA-49"	"낮음"	"주장 범위"	"공개 문서 대조"	"정본"	"experiments/human-observations.md:79"	"작은 표본에서 케이스 기록만 가장 정직하다는 문장이 기술통계와 사례의 적절한 병용을 불필요하게 대립시킨다."	"N이 작을 때 가장 정직한 형식은 통계가 아니라 케이스 기록이다."	"“표본이 작으므로 집계값과 함께 세션별 사례를 제시한다”로 이 페이지가 실제 택한 보고 방식을 설명한다. 뒤의 무엇을 했고·관찰됐고·어긋났는지라는 기록 구조는 유지한다."	"작은 표본에서 과잉 일반화를 피하려는 취지"	""
"OA-54"	"낮음"	"독해"	"추가 출처 확인 필요"	"정본과 해설"	"experiments/human-observations.md:133"	"규칙 출처 표에서 R5만 내용이 없어 누락인지 비공개 처리인지 판단하기 어렵다."	"| R5 | 4 | AI 추천 옵션 선택 |"	"원문 공개가 불필요하면 “R5(규칙 내용 생략)”라고 표기하고 개인정보·스포일러 등을 새로 드러내지 않는다. 실수로 빠진 항목이면 공개 허용 범위를 확인한 뒤 동일 수준의 비식별 요약만 보완한다."	"5건 분모와 AI 추천 선택 출처"	""
"OA-56"	"낮음"	"문체"	"공개 문서 대조"	"정본과 해설"	"index.md:30; statement.md:21; statement.md:49; testbed.md:29; plain-summary.md:12; plain-summary.md:27; lab-notes.md:47; lab-notes.md:52; lab-notes.md:63; experiments/human-observations.md:21; experiments/human-observations.md:48; experiments/human-observations.md:73; experiments/human-observations.md:145"	"연결어미 직후 쉼표가 여러 문서의 저자 서술에 남아 있다."	"미해결이며,"	"확인된 저자 서술의 “만들고,” “게임이며,” “판정했고,” “거부하며,” “없으며,” “있고,” “두고,” “경계이고,” “있었고,” “수정하며,” “있었지만,” “쓰지 않고,” “미해결이며,”에서 쉼표만 덜어낸다. 문장 자체가 길면 별도로 분리하되 사실·유보는 유지한다. 참가자 직접 발화 “채연이 아픈거 같아,”와 코드의 쉼표는 건드리지 않는다. 문서 간 빈도를 합쳐 AI 작성 여부를 추정하지 않는다."	"모든 내용·유보·격식·직접 발화 인용"	"C-11"
"OA-58"	"낮음"	"구조"	"공개 문서 대조"	"정본과 해설"	"experiments/human-observations.md:15; experiments/human-observations.md:158"	"정리 작업 진행 중이라는 안내와 Tester 2–4 추가 예고가 현재 어느 자료가 비어 있는지 특정하지 않는다."	"*(Tester 2–4 케이스는 데이터 정리 후 추가)*"	"상태 확인일과 남은 작업을 “기존 6판 집계 공개 / Tester 2–4 상세 사례 미게시 / 버전별 분리 집계 미완료 / 부작용 인지율 NOT RUN”처럼 구체화한다. 미확인 표본을 채웠다는 인상을 주지 않게 6판 명단과 추가 예정 사례의 관계를 설명한다."	"데이터 정리 진행 상태와 미완료 사실"	""
"OA-59"	"낮음"	"독해"	"공개 문서 대조"	"정본과 해설"	"lab-notes.md:37"	"폴백 0과 planner 1회 재생성의 관계가 용어를 모르는 독자에게 모순처럼 보인다."	"크래시·폴백 0"	"“최종 실패 시 대체 처리인 폴백은 0건이었고, planner는 형식 위반으로 1회 재생성 후 복구했다”로 구분한다. NPC 메타 표현 0/100은 해당 한 판의 관측이며 정식 누설 평가 전체 통과와 다름을 링크로 안내한다."	"0건·재생성 1회·발화 100건·n=1"	""
"PR-05"	"낮음"	"구조"	"공개 문서 대조"	"해설·화면"	"_includes/research/figures/human-observations.html:1; _includes/research/figures/human-observations.html:22; _includes/research/figures/model-selection.html:1; _includes/research/figures/model-selection.html:16; _includes/research/figures/prereg-ab.html:1; _includes/research/figures/system-loop.html:1; _includes/research/home.html:10"	"요약 그림의 사이트 공통 번호와 본문 원래 그림 번호가 다른 체계다. 예를 들어 같은 System Loop가 위에서는 그림 2, 근거에서는 Figure 1이다."	"그림 2."	"새 그림은 “요약 그림 S1–S5”처럼 별도 접두사를 붙인다. 본문 Figure 번호·앵커는 그대로 두고 캡션에서 원문 그림과 연결한다. 장기적으로 정본의 그림 번호를 바꿀 때에는 인용도 함께 갱신한다."	"정본 번호·기존 앵커·원본 ASCII 도식·출처 링크"	""
"PR-07"	"낮음"	"독해"	"공개 문서 대조"	"해설·화면"	"_includes/research/figures/prereg-ab.html:1"	"A/B 조건은 쉬운 한국어로 설명했지만 그 아래 rationale absent/present는 같은 내용을 영어로 중복해 표시한다."	"rationale {{ condition.rationale }}"	"화면의 보조 라벨을 “이유 설명 없음 / 있음”으로 바꾸고 rationale 변수명과 absent/present 원값은 정본 방법 절에서 유지한다. 미실행 표시와 결과 막대가 없다는 설명은 그대로 둔다."	"A/B 조작, 무작위 배정, 주요 결과값, NOT RUN 상태"	""
"PR-09"	"낮음"	"문체"	"공개 문서 대조"	"해설·화면"	"_config.yml:1"	"메타 설명의 “실측 기준으로 적립”은 기록을 쌓는다는 뜻을 추상적인 명사로 표현한다. 이는 im-not-ai의 확정 패턴 판정이 아닌 일반 문장 편집 제안이다."	"시스템 평가와 행동 관찰을 실측 기준으로 적립하는 연구 기록입니다."	"“시스템 평가와 행동 관찰의 측정 결과를 쌓아 가는 연구 기록입니다.”로 다듬는다. 검색 결과의 설명에서도 실험환경·측정 중심이라는 뜻을 유지한다."	"프로젝트명, 연구 대상, 재현 가능성의 지향"	""
